"Season","Colony","Nest","Laying_date","ring","sex","Mate_ID","Final_clutch_size","Focal_Seasons","succ","Mate_Seasons","predation","Pair","total_pair_duration_nogaps","breeding_exp_pair_days","breeding_exp_Focal_nogaps","breeding_exp_Mate_nogaps","breeding_exp_Focal_days","breeding_exp_Mate_days","N_of_life_partners_Focal","N_of_life_partners_Mate","Clutch_size","N_hatched","succ_from_hatch","hatch_succ","season_of_protection","Col_Size","Focal_MinAge","Mate_MinAge","egg_mass","unique_ID","ColNestLaying","tarsus_Focal","tarsus_Mate","fledging_mass","wing_chick","ringer","Relaying_int","Fate_clutch","Group_Size"
"2016/2017",11,"6","20-03-17","Focal_ID_192",1,"Mate_ID_185",3,4,0,3,"natural","Pair_ID_67",4,526,2,2,526,526,1,1,3,2,NA,0,NA,65,1540,1224,2.65,"11_6_2017-03-20_III","11_6_2017-03-20",24.72,23.885,NA,NA,"",NA,"failed_chicks",2
"2016/2017",31,"6","22-03-17","Focal_ID_193",1,"Mate_ID_186",3,3,0,3,"natural","Pair_ID_68",3,527,2,2,527,532,3,1,3,0,NA,0,NA,63,1222,1255,2.47,"31_6_2017-03-22_I","31_6_2017-03-22",23.95,23.055,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",31,"6","22-03-17","Focal_ID_193",1,"Mate_ID_186",3,3,0,3,"natural","Pair_ID_68",3,527,2,2,527,532,3,1,3,0,NA,0,NA,63,1222,1255,2.66,"31_6_2017-03-22_II","31_6_2017-03-22",23.95,23.055,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",31,"6","22-03-17","Focal_ID_193",1,"Mate_ID_186",3,3,0,3,"natural","Pair_ID_68",3,527,2,2,527,532,3,1,3,0,NA,0,NA,63,1222,1255,2.48,"31_6_2017-03-22_III","31_6_2017-03-22",23.95,23.055,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",37,"54","22-03-17","Focal_ID_194",1,"Mate_ID_187",3,2,0,2,"natural","Pair_ID_69",4,530,2,2,530,530,1,1,3,0,NA,0,NA,83,871,1066,2.44,"37_54_2017-03-22_I","37_54_2017-03-22",23.99333333,23.66,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",37,"54","22-03-17","Focal_ID_194",1,"Mate_ID_187",3,2,0,2,"natural","Pair_ID_69",4,530,2,2,530,530,1,1,3,0,NA,0,NA,83,871,1066,2.49,"37_54_2017-03-22_II","37_54_2017-03-22",23.99333333,23.66,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",37,"54","22-03-17","Focal_ID_194",1,"Mate_ID_187",3,2,0,2,"natural","Pair_ID_69",4,530,2,2,530,530,1,1,3,0,NA,0,NA,83,871,1066,2.56,"37_54_2017-03-22_III","37_54_2017-03-22",23.99333333,23.66,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",7,"17B","23-03-17","Focal_ID_195",1,"Mate_ID_188",3,3,1,2,"natural","Pair_ID_70",3,529,2,2,529,529,1,3,3,2,1,1,NA,66,1564,1147,2.42,"7_17B_2017-03-23_X","7_17B_2017-03-23",24.6175,23.4975,30.96,62,"hugo pereira",NA,"successful",6.25
"2016/2017",7,"17B","23-03-17","Focal_ID_195",1,"Mate_ID_188",3,3,1,2,"natural","Pair_ID_70",3,529,2,2,529,529,1,3,3,2,1,1,NA,66,1564,1147,2.44,"7_17B_2017-03-23_XX","7_17B_2017-03-23",24.6175,23.4975,30.35,61,"hugo pereira",NA,"successful",6.25
"2016/2017",7,"17B","23-03-17","Focal_ID_195",1,"Mate_ID_188",3,3,0,2,"natural","Pair_ID_70",3,529,2,2,529,529,1,3,3,2,NA,0,NA,66,1564,1147,2.53,"7_17B_2017-03-23_XXX","7_17B_2017-03-23",24.6175,23.4975,NA,NA,"",NA,"successful",6.25
"2016/2017",71,"6","26-03-17","Focal_ID_196",1,"Mate_ID_189",2,2,0,3,"protected","Pair_ID_71",2,532,2,2,532,532,1,1,2,0,NA,0,4,76,1032,1222,2.54,"71_6_2017-03-26_X","71_6_2017-03-26",23.77,23.45,NA,NA,"",NA,"failed_eggs",NA
"2016/2017",71,"6","26-03-17","Focal_ID_196",1,"Mate_ID_189",2,2,0,3,"protected","Pair_ID_71",2,532,2,2,532,532,1,1,2,0,NA,0,4,76,1032,1222,2.51,"71_6_2017-03-26_XX","71_6_2017-03-26",23.77,23.45,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",2,"41","05-10-17","Focal_ID_197",1,"Mate_ID_190",3,NA,1,NA,"natural","Pair_ID_113",3,382,3,2,382,577,1,1,3,2,1,1,NA,21,1507,775,2.39,"2_41_2017-10-05_I","2_41_2017-10-05",24.29666667,23.51,29.98,63,"rita leal",37,"successful",5.666666667
"2017/2018",2,"41","05-10-17","Focal_ID_197",1,"Mate_ID_190",3,NA,1,NA,"natural","Pair_ID_113",3,382,3,2,382,577,1,1,3,2,1,1,NA,21,1507,775,2.58,"2_41_2017-10-05_II","2_41_2017-10-05",24.29666667,23.51,29.45,59,"rita leal",37,"successful",5.666666667
"2017/2018",2,"41","05-10-17","Focal_ID_197",1,"Mate_ID_190",3,NA,0,NA,"natural","Pair_ID_113",3,382,3,2,382,577,1,1,3,2,NA,0,NA,21,1507,775,2.43,"2_41_2017-10-05_III","2_41_2017-10-05",24.29666667,23.51,NA,NA,"",37,"successful",5.666666667
"2017/2018",11,"11","10-10-17","Focal_ID_198",1,"Mate_ID_156",3,3,1,NA,"natural","Pair_ID_147",1,0,3,6,1839,624,3,3,3,3,1,1,NA,54,1224,2234,2.06,"11_11_2017-10-10_X","11_11_2017-10-10",23.92,23.69,28,55,"rita leal",41,"successful",3.25
"2017/2018",11,"11","10-10-17","Focal_ID_198",1,"Mate_ID_156",3,3,1,NA,"natural","Pair_ID_147",1,0,3,6,1839,624,3,3,3,3,1,1,NA,54,1224,2234,2.2,"11_11_2017-10-10_XX","11_11_2017-10-10",23.92,23.69,26.43,56,"rita leal",41,"successful",3.25
"2017/2018",11,"11","10-10-17","Focal_ID_198",1,"Mate_ID_156",3,3,1,NA,"natural","Pair_ID_147",1,0,3,6,1839,624,3,3,3,3,1,1,NA,54,1224,2234,1.99,"11_11_2017-10-10_XXX","11_11_2017-10-10",23.92,23.69,24.78,56,"rita leal",41,"successful",3.25
"2017/2018",2,"3","11-10-17","Focal_ID_199",1,"Mate_ID_191",3,NA,0,NA,"natural","Pair_ID_148",1,0,3,1,0,591,3,1,3,1,0,1,NA,21,2996,403,2.17,"2_3_2017-10-11_I","2_3_2017-10-11",23.73714286,23.78,NA,NA,"",31,"failed_chicks",3
"2017/2018",2,"3","11-10-17","Focal_ID_199",1,"Mate_ID_191",3,NA,0,NA,"natural","Pair_ID_148",1,0,3,1,0,591,3,1,3,1,NA,0,NA,21,2996,403,NA,"2_3_2017-10-11_II","2_3_2017-10-11",23.73714286,23.78,NA,NA,"",31,"failed_chicks",3
"2017/2018",2,"3","11-10-17","Focal_ID_199",1,"Mate_ID_191",3,NA,0,NA,"natural","Pair_ID_148",1,0,3,1,0,591,3,1,3,1,NA,0,NA,21,2996,403,2.57,"2_3_2017-10-11_III","2_3_2017-10-11",23.73714286,23.78,NA,NA,"",31,"failed_chicks",3
"2017/2018",7,"9","11-10-17","Focal_ID_200",1,"Mate_ID_192",2,NA,0,3,"natural","Pair_ID_74",3,623,3,3,623,623,1,2,2,2,0,1,NA,63,3332,1091,2.3,"7_9_2017-10-11_X","7_9_2017-10-11",25.08,23.9,NA,NA,"",36,"failed_chicks",4.5
"2017/2018",7,"9","11-10-17","Focal_ID_200",1,"Mate_ID_192",2,NA,0,3,"natural","Pair_ID_74",3,623,3,3,623,623,1,2,2,2,0,1,NA,63,3332,1091,2.45,"7_9_2017-10-11_XX","7_9_2017-10-11",25.08,23.9,NA,NA,"",36,"failed_chicks",4.5
"2017/2018",21,"3","11-10-17","Focal_ID_201",1,"Mate_ID_193",3,3,0,3,"natural","Pair_ID_149",2,373,3,2,373,597,3,1,3,3,0,1,NA,12,1086,1059,2.13,"21_3_2017-10-11_X","21_3_2017-10-11",24.57,24.07,NA,NA,"",52,"failed_chicks",1.5
"2017/2018",21,"3","11-10-17","Focal_ID_201",1,"Mate_ID_193",3,3,0,3,"natural","Pair_ID_149",2,373,3,2,373,597,3,1,3,3,0,1,NA,12,1086,1059,2.55,"21_3_2017-10-11_XX","21_3_2017-10-11",24.57,24.07,NA,NA,"",52,"failed_chicks",1.5
"2017/2018",21,"3","11-10-17","Focal_ID_201",1,"Mate_ID_193",3,3,0,3,"natural","Pair_ID_149",2,373,3,2,373,597,3,1,3,3,0,1,NA,12,1086,1059,2.58,"21_3_2017-10-11_XXX","21_3_2017-10-11",24.57,24.07,NA,NA,"",52,"failed_chicks",1.5
"2017/2018",31,"26","11-10-17","Focal_ID_202",1,"Mate_ID_194",3,3,0,3,"natural","Pair_ID_97",3,527,3,3,527,527,1,1,3,0,NA,0,6,68,1097,1083,2.55,"31_26_2017-10-11_I","31_26_2017-10-11",24.095,23.26,NA,NA,"",62,"failed_eggs",NA
"2017/2018",31,"26","11-10-17","Focal_ID_202",1,"Mate_ID_194",3,3,0,3,"natural","Pair_ID_97",3,527,3,3,527,527,1,1,3,0,NA,0,6,68,1097,1083,2.49,"31_26_2017-10-11_II","31_26_2017-10-11",24.095,23.26,NA,NA,"",62,"failed_eggs",NA
"2017/2018",31,"26","11-10-17","Focal_ID_202",1,"Mate_ID_194",3,3,0,3,"natural","Pair_ID_97",3,527,3,3,527,527,1,1,3,0,NA,0,6,68,1097,1083,2.45,"31_26_2017-10-11_III","31_26_2017-10-11",24.095,23.26,NA,NA,"",62,"failed_eggs",NA
"2017/2018",38,"59","13-10-17","Focal_ID_203",1,"Mate_ID_195",3,3,0,5,"natural","Pair_ID_150",4,608,3,5,1389,608,1,2,3,0,NA,0,NA,17,1074,1750,2.29,"38_59_2017-10-13_I","38_59_2017-10-13",24.09333333,23.04666667,NA,NA,"",11,"failed_eggs",NA
"2017/2018",38,"59","13-10-17","Focal_ID_203",1,"Mate_ID_195",3,3,0,5,"natural","Pair_ID_150",4,608,3,5,1389,608,1,2,3,0,NA,0,NA,17,1074,1750,2.42,"38_59_2017-10-13_II","38_59_2017-10-13",24.09333333,23.04666667,NA,NA,"",11,"failed_eggs",NA
"2017/2018",38,"59","13-10-17","Focal_ID_203",1,"Mate_ID_195",3,3,0,5,"natural","Pair_ID_150",4,608,3,5,1389,608,1,2,3,0,NA,0,NA,17,1074,1750,2.26,"38_59_2017-10-13_III","38_59_2017-10-13",24.09333333,23.04666667,NA,NA,"",11,"failed_eggs",NA
"2017/2018",37,"23","15-10-17","Focal_ID_204",1,"Mate_ID_196",3,3,0,3,"natural","Pair_ID_112",3,379,3,2,379,532,3,1,3,0,NA,0,6,80,1043,1032,2.24,"37_23_2017-10-15_I","37_23_2017-10-15",23.545,23.615,NA,NA,"",56,"failed_eggs",NA
"2017/2018",37,"23","15-10-17","Focal_ID_204",1,"Mate_ID_196",3,3,0,3,"natural","Pair_ID_112",3,379,3,2,379,532,3,1,3,0,NA,0,6,80,1043,1032,2.06,"37_23_2017-10-15_II","37_23_2017-10-15",23.545,23.615,NA,NA,"",56,"failed_eggs",NA
"2017/2018",37,"23","15-10-17","Focal_ID_204",1,"Mate_ID_196",3,3,0,3,"natural","Pair_ID_112",3,379,3,2,379,532,3,1,3,0,NA,0,6,80,1043,1032,2.31,"37_23_2017-10-15_III","37_23_2017-10-15",23.545,23.615,NA,NA,"",56,"failed_eggs",NA
"2017/2018",43,"7","15-10-17","Focal_ID_205",1,"Mate_ID_197",3,NA,0,NA,"protected","Pair_ID_151",1,0,3,3,732,630,2,2,3,0,NA,0,2,44,1140,1140,2.21,"43_7_2017-10-15_X","43_7_2017-10-15",23.78,23.055,NA,NA,"",39,"failed_eggs",NA
"2017/2018",43,"7","15-10-17","Focal_ID_205",1,"Mate_ID_197",3,NA,0,NA,"protected","Pair_ID_151",1,0,3,3,732,630,2,2,3,0,NA,0,2,44,1140,1140,2.22,"43_7_2017-10-15_XX","43_7_2017-10-15",23.78,23.055,NA,NA,"",39,"failed_eggs",NA
"2017/2018",43,"7","15-10-17","Focal_ID_205",1,"Mate_ID_197",3,NA,0,NA,"protected","Pair_ID_151",1,0,3,3,732,630,2,2,3,0,NA,0,2,44,1140,1140,2.39,"43_7_2017-10-15_XXX","43_7_2017-10-15",23.78,23.055,NA,NA,"",39,"failed_eggs",NA
"2017/2018",7,"2","16-10-17","Focal_ID_206",1,"Mate_ID_198",3,3,0,2,"natural","Pair_ID_76",3,516,3,3,516,575,3,1,3,0,NA,0,NA,63,1114,1001,2.79,"7_2_2017-10-16_X","7_2_2017-10-16",22.995,23.605,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",7,"2","16-10-17","Focal_ID_206",1,"Mate_ID_198",3,3,0,2,"natural","Pair_ID_76",3,516,3,3,516,575,3,1,3,0,NA,0,NA,63,1114,1001,2.81,"7_2_2017-10-16_XX","7_2_2017-10-16",22.995,23.605,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",7,"2","16-10-17","Focal_ID_206",1,"Mate_ID_198",3,3,0,2,"natural","Pair_ID_76",3,516,3,3,516,575,3,1,3,0,NA,0,NA,63,1114,1001,2.51,"7_2_2017-10-16_XXX","7_2_2017-10-16",22.995,23.605,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",11,"19","16-10-17","Focal_ID_207",1,"Mate_ID_199",3,4,1,NA,"natural","Pair_ID_101",3,540,3,3,540,540,2,1,3,3,1,1,NA,54,1435,1134,2.28,"11_19_2017-10-16_X","11_19_2017-10-16",23.55,23.65,30.09,56,"rita leal",37,"successful",4
"2017/2018",11,"19","16-10-17","Focal_ID_207",1,"Mate_ID_199",3,4,1,NA,"natural","Pair_ID_101",3,540,3,3,540,540,2,1,3,3,1,1,NA,54,1435,1134,2.15,"11_19_2017-10-16_XX","11_19_2017-10-16",23.55,23.65,36.83,59,"rita leal",37,"successful",4
"2017/2018",11,"19","16-10-17","Focal_ID_207",1,"Mate_ID_199",3,4,1,NA,"natural","Pair_ID_101",3,540,3,3,540,540,2,1,3,3,1,1,NA,54,1435,1134,2.13,"11_19_2017-10-16_XXX","11_19_2017-10-16",23.55,23.65,28.3,55.5,"rita leal",37,"successful",4
"2017/2018",20,"11","16-10-17","Focal_ID_208",1,"Mate_ID_152",3,4,0,NA,"natural","Pair_ID_152",2,199,3,4,1116,533,2,2,3,0,NA,0,NA,47,1683,1374,2.43,"20_11_2017-10-16_X","20_11_2017-10-16",23.6,23.24,NA,NA,"",44,"failed_eggs",NA
"2017/2018",20,"11","16-10-17","Focal_ID_208",1,"Mate_ID_152",3,4,0,NA,"natural","Pair_ID_152",2,199,3,4,1116,533,2,2,3,0,NA,0,NA,47,1683,1374,2.32,"20_11_2017-10-16_XX","20_11_2017-10-16",23.6,23.24,NA,NA,"",44,"failed_eggs",NA
"2017/2018",20,"11","16-10-17","Focal_ID_208",1,"Mate_ID_152",3,4,0,NA,"natural","Pair_ID_152",2,199,3,4,1116,533,2,2,3,0,NA,0,NA,47,1683,1374,2.34,"20_11_2017-10-16_XXX","20_11_2017-10-16",23.6,23.24,NA,NA,"",44,"failed_eggs",NA
"2017/2018",37,"18","16-10-17","Focal_ID_209",1,"Mate_ID_200",2,4,0,3,"natural","Pair_ID_79",2,395,3,3,533,550,2,2,2,2,0,1,6,80,1433,1354,2.1,"37_18_2017-10-16_X","37_18_2017-10-16",24.645,23.33333333,NA,NA,"",112,"failed_chicks",2.666666667
"2017/2018",37,"18","16-10-17","Focal_ID_209",1,"Mate_ID_200",2,4,0,3,"natural","Pair_ID_79",2,395,3,3,533,550,2,2,2,2,0,1,6,80,1433,1354,2.4,"37_18_2017-10-16_XX","37_18_2017-10-16",24.645,23.33333333,NA,NA,"",112,"failed_chicks",2.666666667
"2017/2018",37,"58","17-10-17","Focal_ID_210",1,"Mate_ID_201",3,3,1,NA,"natural","Pair_ID_50",4,600,3,4,1121,600,1,2,3,3,1,1,6,80,1309,1870,2.71,"37_58_2017-10-17_X","37_58_2017-10-17",23.71,24.47,29.79,58,"rita leal",96,"successful",5
"2017/2018",37,"58","17-10-17","Focal_ID_210",1,"Mate_ID_201",3,3,1,NA,"natural","Pair_ID_50",4,600,3,4,1121,600,1,2,3,3,1,1,6,80,1309,1870,2.66,"37_58_2017-10-17_XX","37_58_2017-10-17",23.71,24.47,30.93,59,"rita leal",96,"successful",5
"2017/2018",37,"58","17-10-17","Focal_ID_210",1,"Mate_ID_201",3,3,1,NA,"natural","Pair_ID_50",4,600,3,4,1121,600,1,2,3,3,1,1,6,80,1309,1870,2.72,"37_58_2017-10-17_XXX","37_58_2017-10-17",23.71,24.47,27.63,51,"rita leal",96,"successful",5
"2017/2018",27,"44","18-10-17","Focal_ID_211",1,"Mate_ID_202",3,3,1,3,"protected","Pair_ID_83",3,602,3,3,602,602,2,1,3,3,1,1,4,47,1122,1098,2.38,"27_44_2017-10-18_I","27_44_2017-10-18",23.17,24.22,30.56,61,"rita leal",NA,"successful",2.666666667
"2017/2018",27,"44","18-10-17","Focal_ID_211",1,"Mate_ID_202",3,3,1,3,"protected","Pair_ID_83",3,602,3,3,602,602,2,1,3,3,1,1,4,47,1122,1098,2.39,"27_44_2017-10-18_II","27_44_2017-10-18",23.17,24.22,27.42,57,"rita leal",NA,"successful",2.666666667
"2017/2018",27,"44","18-10-17","Focal_ID_211",1,"Mate_ID_202",3,3,1,3,"protected","Pair_ID_83",3,602,3,3,602,602,2,1,3,3,1,1,4,47,1122,1098,2.39,"27_44_2017-10-18_III","27_44_2017-10-18",23.17,24.22,26.26,52,"rita leal",NA,"successful",2.666666667
"2017/2018",32,"6","19-10-17","Focal_ID_212",1,"Mate_ID_203",2,NA,0,2,"natural","Pair_ID_91",1,0,3,3,548,628,3,2,2,0,NA,0,NA,75,865,1001,2.6,"32_6_2017-10-19_I","32_6_2017-10-19",23.935,22.995,NA,NA,"",43,"failed_eggs",NA
"2017/2018",32,"6","19-10-17","Focal_ID_212",1,"Mate_ID_203",2,NA,0,2,"natural","Pair_ID_91",1,0,3,3,548,628,3,2,2,0,NA,0,NA,75,865,1001,2.46,"32_6_2017-10-19_II","32_6_2017-10-19",23.935,22.995,NA,NA,"",43,"failed_eggs",NA
"2017/2018",71,"9","19-10-17","Focal_ID_213",1,"Mate_ID_204",3,3,0,3,"protected","Pair_ID_153",3,270,3,2,270,634,2,1,3,0,NA,0,5,82,1367,1092,2.63,"71_9_2017-10-19_X","71_9_2017-10-19",23.38333333,23.535,NA,NA,"",4,"failed_eggs",NA
"2017/2018",71,"9","19-10-17","Focal_ID_213",1,"Mate_ID_204",3,3,0,3,"protected","Pair_ID_153",3,270,3,2,270,634,2,1,3,0,NA,0,5,82,1367,1092,2.32,"71_9_2017-10-19_XX","71_9_2017-10-19",23.38333333,23.535,NA,NA,"",4,"failed_eggs",NA
"2017/2018",71,"9","19-10-17","Focal_ID_213",1,"Mate_ID_204",3,3,0,3,"protected","Pair_ID_153",3,270,3,2,270,634,2,1,3,0,NA,0,5,82,1367,1092,2.46,"71_9_2017-10-19_XXX","71_9_2017-10-19",23.38333333,23.535,NA,NA,"",4,"failed_eggs",NA
"2017/2018",27,"10","20-10-17","Focal_ID_214",1,"Mate_ID_205",3,3,1,NA,"protected","Pair_ID_88",3,552,3,3,552,614,2,1,3,3,1,1,4,47,1092,810,2.02,"27_10_2017-10-20_X","27_10_2017-10-20",23.39,23.125,26.3,57,"ryan olinger",NA,"successful",4
"2017/2018",27,"10","20-10-17","Focal_ID_214",1,"Mate_ID_205",3,3,1,NA,"protected","Pair_ID_88",3,552,3,3,552,614,2,1,3,3,1,1,4,47,1092,810,2,"27_10_2017-10-20_XX","27_10_2017-10-20",23.39,23.125,22.38,48,"ryan olinger",NA,"successful",4
"2017/2018",27,"10","20-10-17","Focal_ID_214",1,"Mate_ID_205",3,3,0,NA,"protected","Pair_ID_88",3,552,3,3,552,614,2,1,3,3,0,1,4,47,1092,810,2.09,"27_10_2017-10-20_XXX","27_10_2017-10-20",23.39,23.125,NA,NA,"",NA,"successful",4
"2017/2018",2,"44","28-10-17","Focal_ID_215",1,"Mate_ID_206",3,3,0,NA,"natural","Pair_ID_154",1,0,3,1,0,600,1,1,3,0,NA,0,NA,21,1279,420,2.64,"2_44_2017-10-28_X","2_44_2017-10-28",23.828,24.01,NA,NA,"",8,"failed_eggs",NA
"2017/2018",2,"44","28-10-17","Focal_ID_215",1,"Mate_ID_206",3,3,0,NA,"natural","Pair_ID_154",1,0,3,1,0,600,1,1,3,0,NA,0,NA,21,1279,420,2.45,"2_44_2017-10-28_XX","2_44_2017-10-28",23.828,24.01,NA,NA,"",8,"failed_eggs",NA
"2017/2018",2,"44","28-10-17","Focal_ID_215",1,"Mate_ID_206",3,3,0,NA,"natural","Pair_ID_154",1,0,3,1,0,600,1,1,3,0,NA,0,NA,21,1279,420,2.4,"2_44_2017-10-28_XXX","2_44_2017-10-28",23.828,24.01,NA,NA,"",8,"failed_eggs",NA
"2017/2018",20,"15","07-12-17","Focal_ID_216",1,"Mate_ID_207",4,3,0,NA,"natural","Pair_ID_103",3,587,3,3,587,587,2,1,4,0,NA,0,NA,47,1416,992,NA,"20_15_2017-12-07_I","20_15_2017-12-07",24.255,22.16,NA,NA,"",9,"failed_eggs",NA
"2017/2018",20,"15","07-12-17","Focal_ID_216",1,"Mate_ID_207",4,3,0,NA,"natural","Pair_ID_103",3,587,3,3,587,587,2,1,4,0,NA,0,NA,47,1416,992,2.77,"20_15_2017-12-07_XX","20_15_2017-12-07",24.255,22.16,NA,NA,"",9,"failed_eggs",NA
"2017/2018",20,"15","07-12-17","Focal_ID_216",1,"Mate_ID_207",4,3,0,NA,"natural","Pair_ID_103",3,587,3,3,587,587,2,1,4,0,NA,0,NA,47,1416,992,2.38,"20_15_2017-12-07_XXX","20_15_2017-12-07",24.255,22.16,NA,NA,"",9,"failed_eggs",NA
"2017/2018",20,"15","07-12-17","Focal_ID_216",1,"Mate_ID_207",4,3,0,NA,"natural","Pair_ID_103",3,587,3,3,587,587,2,1,4,0,NA,0,NA,47,1416,992,2.41,"20_15_2017-12-07_XXXX","20_15_2017-12-07",24.255,22.16,NA,NA,"",9,"failed_eggs",NA
"2017/2018",8,"31","09-12-17","Focal_ID_217",1,"Mate_ID_208",3,4,0,3,"natural","Pair_ID_93",4,648,3,3,648,648,1,1,3,0,NA,0,NA,106,1493,1154,2.49,"8_31_2017-12-09_I","8_31_2017-12-09",23.33,23.69,NA,NA,"",58,"failed_eggs",NA
"2017/2018",8,"31","09-12-17","Focal_ID_217",1,"Mate_ID_208",3,4,0,3,"natural","Pair_ID_93",4,648,3,3,648,648,1,1,3,0,NA,0,NA,106,1493,1154,2.63,"8_31_2017-12-09_II","8_31_2017-12-09",23.33,23.69,NA,NA,"",58,"failed_eggs",NA
"2017/2018",8,"31","09-12-17","Focal_ID_217",1,"Mate_ID_208",3,4,0,3,"natural","Pair_ID_93",4,648,3,3,648,648,1,1,3,0,NA,0,NA,106,1493,1154,2.61,"8_31_2017-12-09_III","8_31_2017-12-09",23.33,23.69,NA,NA,"",58,"failed_eggs",NA
"2017/2018",8,"75","11-12-17","Focal_ID_218",1,"Mate_ID_209",3,4,0,3,"natural","Pair_ID_94",4,650,3,3,650,650,1,2,3,0,NA,0,NA,106,1491,1406,2.34,"8_75_2017-12-11_I","8_75_2017-12-11",24.12,23.69333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",8,"75","11-12-17","Focal_ID_218",1,"Mate_ID_209",3,4,0,3,"natural","Pair_ID_94",4,650,3,3,650,650,1,2,3,0,NA,0,NA,106,1491,1406,2.52,"8_75_2017-12-11_II","8_75_2017-12-11",24.12,23.69333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",8,"75","11-12-17","Focal_ID_218",1,"Mate_ID_209",3,4,0,3,"natural","Pair_ID_94",4,650,3,3,650,650,1,2,3,0,NA,0,NA,106,1491,1406,2.44,"8_75_2017-12-11_III","8_75_2017-12-11",24.12,23.69333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",32,"14","11-12-17","Focal_ID_219",1,"Mate_ID_210",3,3,1,1,"natural","Pair_ID_155",2,0,3,1,0,592,3,1,3,3,1,1,NA,75,1130,533,2.4,"32_14_2017-12-11_X","32_14_2017-12-11",23.31,23.82333333,26.81,61,"ryan olinger",59,"successful",5
"2017/2018",32,"14","11-12-17","Focal_ID_219",1,"Mate_ID_210",3,3,0,1,"natural","Pair_ID_155",2,0,3,1,0,592,3,1,3,3,0,1,NA,75,1130,533,2.48,"32_14_2017-12-11_XX","32_14_2017-12-11",23.31,23.82333333,NA,NA,"",59,"successful",5
"2017/2018",32,"14","11-12-17","Focal_ID_219",1,"Mate_ID_210",3,3,0,1,"natural","Pair_ID_155",2,0,3,1,0,592,3,1,3,3,0,1,NA,75,1130,533,2.14,"32_14_2017-12-11_XXX","32_14_2017-12-11",23.31,23.82333333,NA,NA,"",59,"successful",5
"2017/2018",32,"9","11-12-17","Focal_ID_220",1,"Mate_ID_211",3,4,0,4,"natural","Pair_ID_156",1,0,3,4,1152,684,2,2,3,3,0,1,NA,75,1488,1775,2.64,"32_9_2017-12-11_X","32_9_2017-12-11",24.58,24.275,NA,NA,"",55,"failed_chicks",3
"2017/2018",32,"9","11-12-17","Focal_ID_220",1,"Mate_ID_211",3,4,0,4,"natural","Pair_ID_156",1,0,3,4,1152,684,2,2,3,3,0,1,NA,75,1488,1775,2.68,"32_9_2017-12-11_XX","32_9_2017-12-11",24.58,24.275,NA,NA,"",55,"failed_chicks",3
"2017/2018",32,"9","11-12-17","Focal_ID_220",1,"Mate_ID_211",3,4,0,4,"natural","Pair_ID_156",1,0,3,4,1152,684,2,2,3,3,0,1,NA,75,1488,1775,2.61,"32_9_2017-12-11_XXX","32_9_2017-12-11",24.58,24.275,NA,NA,"",55,"failed_chicks",3
"2017/2018",32,"31","12-12-17","Focal_ID_221",1,"Mate_ID_212",3,NA,0,NA,"natural","Pair_ID_96",4,652,3,3,652,652,1,1,3,2,0,1,NA,75,1202,1202,2.61,"32_31_2017-12-12_I","32_31_2017-12-12",24.3,22.82,NA,NA,"",41,"failed_chicks",2
"2017/2018",32,"31","12-12-17","Focal_ID_221",1,"Mate_ID_212",3,NA,0,NA,"natural","Pair_ID_96",4,652,3,3,652,652,1,1,3,2,0,1,NA,75,1202,1202,2.69,"32_31_2017-12-12_II","32_31_2017-12-12",24.3,22.82,NA,NA,"",41,"failed_chicks",2
"2017/2018",32,"31","12-12-17","Focal_ID_221",1,"Mate_ID_212",3,NA,0,NA,"natural","Pair_ID_96",4,652,3,3,652,652,1,1,3,2,NA,0,NA,75,1202,1202,2.67,"32_31_2017-12-12_III","32_31_2017-12-12",24.3,22.82,NA,NA,"",41,"failed_chicks",2
"2017/2018",32,"40","14-12-17","Focal_ID_222",1,"Mate_ID_213",2,3,0,3,"natural","Pair_ID_98",3,393,3,3,608,590,2,2,2,2,0,1,NA,75,1152,1103,2.79,"32_40_2017-12-14_X","32_40_2017-12-14",23.175,22.73,NA,NA,"",53,"failed_chicks",2.5
"2017/2018",32,"40","14-12-17","Focal_ID_222",1,"Mate_ID_213",2,3,0,3,"natural","Pair_ID_98",3,393,3,3,608,590,2,2,2,2,0,1,NA,75,1152,1103,2.88,"32_40_2017-12-14_XX","32_40_2017-12-14",23.175,22.73,NA,NA,"",53,"failed_chicks",2.5
"2017/2018",37,"28","14-12-17","Focal_ID_223",1,"Mate_ID_214",3,3,0,NA,"natural","Pair_ID_157",3,392,3,2,392,608,2,1,3,3,0,1,6,80,1149,650,2.49,"37_28_2017-12-14_X","37_28_2017-12-14",23.76,23.795,NA,NA,"",47,"failed_chicks",NA
