"Season","Colony","Nest","Laying_date","ring","sex","Mate_ID","Final_clutch_size","Focal_Seasons","succ","Mate_Seasons","predation","Pair","total_pair_duration_nogaps","breeding_exp_pair_days","breeding_exp_Focal_nogaps","breeding_exp_Mate_nogaps","breeding_exp_Focal_days","breeding_exp_Mate_days","N_of_life_partners_Focal","N_of_life_partners_Mate","Clutch_size","N_hatched","succ_from_hatch","hatch_succ","season_of_protection","Col_Size","Focal_MinAge","Mate_MinAge","egg_mass","unique_ID","ColNestLaying","tarsus_Focal","tarsus_Mate","fledging_mass","wing_chick","ringer","Relaying_int","Fate_clutch","Group_Size"
"2017/2018",37,"28","14-12-17","Focal_ID_223",1,"Mate_ID_214",3,3,0,NA,"natural","Pair_ID_157",3,392,3,2,392,608,2,1,3,3,0,1,6,80,1149,650,2.55,"37_28_2017-12-14_XX","37_28_2017-12-14",23.76,23.795,NA,NA,"",47,"failed_chicks",NA
"2017/2018",37,"28","14-12-17","Focal_ID_223",1,"Mate_ID_214",3,3,0,NA,"natural","Pair_ID_157",3,392,3,2,392,608,2,1,3,3,0,1,6,80,1149,650,2.69,"37_28_2017-12-14_XXX","37_28_2017-12-14",23.76,23.795,NA,NA,"",47,"failed_chicks",NA
"2017/2018",71,"19","14-12-17","Focal_ID_224",1,"Mate_ID_215",3,2,0,NA,"protected","Pair_ID_99",4,657,3,3,657,657,1,1,3,3,0,1,5,82,1059,915,2.4,"71_19_2017-12-14_I","71_19_2017-12-14",23.44,23.67,NA,NA,"",NA,"failed_chicks",4
"2017/2018",71,"19","14-12-17","Focal_ID_224",1,"Mate_ID_215",3,2,0,NA,"protected","Pair_ID_99",4,657,3,3,657,657,1,1,3,3,0,1,5,82,1059,915,2.58,"71_19_2017-12-14_II","71_19_2017-12-14",23.44,23.67,NA,NA,"",NA,"failed_chicks",4
"2017/2018",71,"19","14-12-17","Focal_ID_224",1,"Mate_ID_215",3,2,0,NA,"protected","Pair_ID_99",4,657,3,3,657,657,1,1,3,3,0,1,5,82,1059,915,2.49,"71_19_2017-12-14_III","71_19_2017-12-14",23.44,23.67,NA,NA,"",NA,"failed_chicks",4
"2017/2018",8,"6","28-12-17","Focal_ID_225",1,"Mate_ID_216",2,5,0,4,"natural","Pair_ID_158",4,673,3,5,1401,673,1,2,2,0,NA,0,NA,106,1860,1783,NA,"8_6_2017-12-28_I","8_6_2017-12-28",24.28,22.82333333,NA,NA,"",51,"failed_eggs",NA
"2017/2018",8,"6","28-12-17","Focal_ID_225",1,"Mate_ID_216",2,5,0,4,"natural","Pair_ID_158",4,673,3,5,1401,673,1,2,2,0,NA,0,NA,106,1860,1783,NA,"8_6_2017-12-28_II","8_6_2017-12-28",24.28,22.82333333,NA,NA,"",51,"failed_eggs",NA
"2017/2018",8,"26A","19-02-18","Focal_ID_226",1,"Mate_ID_217",3,3,1,3,"natural","Pair_ID_84",3,564,3,3,720,564,3,2,3,3,1,1,NA,106,1378,1190,2.4,"8_26A_2018-02-19_X","8_26A_2018-02-19",23.6675,24.13,32.75,61.5,"barbara reguera",NA,"successful",4
"2017/2018",8,"26A","19-02-18","Focal_ID_226",1,"Mate_ID_217",3,3,1,3,"natural","Pair_ID_84",3,564,3,3,720,564,3,2,3,3,1,1,NA,106,1378,1190,2.46,"8_26A_2018-02-19_XX","8_26A_2018-02-19",23.6675,24.13,34.06,63,"barbara reguera",NA,"successful",4
"2017/2018",8,"26A","19-02-18","Focal_ID_226",1,"Mate_ID_217",3,3,1,3,"natural","Pair_ID_84",3,564,3,3,720,564,3,2,3,3,1,1,NA,106,1378,1190,2.23,"8_26A_2018-02-19_XXX","8_26A_2018-02-19",23.6675,24.13,32.39,59.5,"barbara reguera",NA,"successful",4
"2017/2018",8,"62","19-02-18","Focal_ID_227",1,"Mate_ID_218",3,4,1,3,"natural","Pair_ID_104",4,637,3,3,637,637,1,1,3,3,1,1,NA,106,1561,1169,2.66,"8_62_2018-02-19_X","8_62_2018-02-19",24.01666667,23.79,29.79,59,"barbara reguera",NA,"successful",3
"2017/2018",8,"62","19-02-18","Focal_ID_227",1,"Mate_ID_218",3,4,1,3,"natural","Pair_ID_104",4,637,3,3,637,637,1,1,3,3,1,1,NA,106,1561,1169,2.81,"8_62_2018-02-19_XX","8_62_2018-02-19",24.01666667,23.79,30.34,62,"barbara reguera",NA,"successful",3
"2017/2018",8,"62","19-02-18","Focal_ID_227",1,"Mate_ID_218",3,4,1,3,"natural","Pair_ID_104",4,637,3,3,637,637,1,1,3,3,1,1,NA,106,1561,1169,2.78,"8_62_2018-02-19_XXX","8_62_2018-02-19",24.01666667,23.79,29.25,58,"barbara reguera",NA,"successful",3
"2017/2018",8,"37","20-02-18","Focal_ID_228",1,"Mate_ID_219",3,3,1,3,"natural","Pair_ID_81",2,518,2,3,726,518,1,3,3,3,1,1,NA,106,1490,1479,2.59,"8_37_2018-02-20_X","8_37_2018-02-20",22.84666667,23.685,27.4,60,"barbara reguera",NA,"successful",5
"2017/2018",8,"37","20-02-18","Focal_ID_228",1,"Mate_ID_219",3,3,1,3,"natural","Pair_ID_81",2,518,2,3,726,518,1,3,3,3,1,1,NA,106,1490,1479,2.44,"8_37_2018-02-20_XX","8_37_2018-02-20",22.84666667,23.685,28.07,58.5,"barbara reguera",NA,"successful",5
"2017/2018",8,"37","20-02-18","Focal_ID_228",1,"Mate_ID_219",3,3,1,3,"natural","Pair_ID_81",2,518,2,3,726,518,1,3,3,3,1,1,NA,106,1490,1479,2.66,"8_37_2018-02-20_XXX","8_37_2018-02-20",22.84666667,23.685,28.58,61,"barbara reguera",NA,"successful",5
"2017/2018",37,"3","20-02-18","Focal_ID_229",1,"Mate_ID_220",4,3,0,3,"natural","Pair_ID_159",2,525,3,2,525,663,2,2,4,0,NA,0,6,80,1204,1222,2.18,"37_3_2018-02-20_I","37_3_2018-02-20",23.12,23.13,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",37,"3","20-02-18","Focal_ID_229",1,"Mate_ID_220",4,3,0,3,"natural","Pair_ID_159",2,525,3,2,525,663,2,2,4,0,NA,0,6,80,1204,1222,2.34,"37_3_2018-02-20_II","37_3_2018-02-20",23.12,23.13,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",37,"3","20-02-18","Focal_ID_229",1,"Mate_ID_220",4,3,0,3,"natural","Pair_ID_159",2,525,3,2,525,663,2,2,4,0,NA,0,6,80,1204,1222,2.37,"37_3_2018-02-20_III","37_3_2018-02-20",23.12,23.13,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",37,"3","20-02-18","Focal_ID_229",1,"Mate_ID_220",4,3,0,3,"natural","Pair_ID_159",2,525,3,2,525,663,2,2,4,0,NA,0,6,80,1204,1222,2.29,"37_3_2018-02-20_IV","37_3_2018-02-20",23.12,23.13,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",31,"11","21-02-18","Focal_ID_230",1,"Mate_ID_221",3,2,0,2,"protected","Pair_ID_106",3,525,2,2,525,525,1,2,3,3,1,1,6,68,1143,975,2.72,"31_11_2018-02-21_I","31_11_2018-02-21",23.465,22.965,NA,NA,"",NA,"successful",3.5
"2017/2018",31,"11","21-02-18","Focal_ID_230",1,"Mate_ID_221",3,2,1,2,"protected","Pair_ID_106",3,525,2,2,525,525,1,2,3,3,1,1,6,68,1143,975,2.62,"31_11_2018-02-21_II","31_11_2018-02-21",23.465,22.965,30.09,61,"barbara reguera",NA,"successful",3.5
"2017/2018",31,"11","21-02-18","Focal_ID_230",1,"Mate_ID_221",3,2,1,2,"protected","Pair_ID_106",3,525,2,2,525,525,1,2,3,3,0,1,6,68,1143,975,2.7,"31_11_2018-02-21_III","31_11_2018-02-21",23.465,22.965,32.9,60.5,"barbara reguera",NA,"successful",3.5
"2017/2018",8,"4","22-02-18","Focal_ID_231",1,"Mate_ID_119",4,3,0,NA,"natural","Pair_ID_160",3,520,2,6,1958,520,1,3,4,3,0,1,NA,106,1446,3771,2.58,"8_4_2018-02-22_X","8_4_2018-02-22",22.835,24.776,NA,NA,"",NA,"failed_chicks",3
"2017/2018",8,"4","22-02-18","Focal_ID_231",1,"Mate_ID_119",4,3,0,NA,"natural","Pair_ID_160",3,520,2,6,1958,520,1,3,4,3,0,1,NA,106,1446,3771,2.72,"8_4_2018-02-22_XX","8_4_2018-02-22",22.835,24.776,NA,NA,"",NA,"failed_chicks",3
"2017/2018",8,"4","22-02-18","Focal_ID_231",1,"Mate_ID_119",4,3,0,NA,"natural","Pair_ID_160",3,520,2,6,1958,520,1,3,4,3,0,1,NA,106,1446,3771,2.49,"8_4_2018-02-22_XXX","8_4_2018-02-22",22.835,24.776,NA,NA,"",NA,"failed_chicks",3
"2017/2018",8,"4","22-02-18","Focal_ID_231",1,"Mate_ID_119",4,3,0,NA,"natural","Pair_ID_160",3,520,2,6,1958,520,1,3,4,3,NA,0,NA,106,1446,3771,2.69,"8_4_2018-02-22_XXXX","8_4_2018-02-22",22.835,24.776,NA,NA,"",NA,"failed_chicks",3
"2017/2018",32,"7","08-03-18","Focal_ID_232",1,"Mate_ID_222",3,NA,1,NA,"natural","Pair_ID_161",1,0,3,1,0,666,3,1,3,3,1,1,NA,75,1288,258,2.59,"32_7_2018-03-08_X","32_7_2018-03-08",23.58,23.49,29.19,58,"barbara reguera",NA,"successful",5
"2017/2018",32,"7","08-03-18","Focal_ID_232",1,"Mate_ID_222",3,NA,1,NA,"natural","Pair_ID_161",1,0,3,1,0,666,3,1,3,3,1,1,NA,75,1288,258,2.62,"32_7_2018-03-08_XX","32_7_2018-03-08",23.58,23.49,28.64,55,"barbara reguera",NA,"successful",5
"2017/2018",32,"7","08-03-18","Focal_ID_232",1,"Mate_ID_222",3,NA,1,NA,"natural","Pair_ID_161",1,0,3,1,0,666,3,1,3,3,1,1,NA,75,1288,258,2.29,"32_7_2018-03-08_XXX","32_7_2018-03-08",23.58,23.49,27.45,57,"barbara reguera",NA,"successful",5
"2017/2018",32,"25","09-03-18","Focal_ID_233",1,"Mate_ID_223",3,3,0,NA,"natural","Pair_ID_162",2,85,2,1,85,512,1,1,3,3,1,1,NA,75,1237,554,2.38,"32_25_2018-03-09_X","32_25_2018-03-09",23.475,24.17,NA,NA,"",NA,"successful",2.333333333
"2017/2018",32,"25","09-03-18","Focal_ID_233",1,"Mate_ID_223",3,3,1,NA,"natural","Pair_ID_162",2,85,2,1,85,512,1,1,3,3,0,1,NA,75,1237,554,2.37,"32_25_2018-03-09_XX","32_25_2018-03-09",23.475,24.17,24.19,56.5,"barbara reguera",NA,"successful",2.333333333
"2017/2018",32,"25","09-03-18","Focal_ID_233",1,"Mate_ID_223",3,3,0,NA,"natural","Pair_ID_162",2,85,2,1,85,512,1,1,3,3,0,1,NA,75,1237,554,2.38,"32_25_2018-03-09_XXX","32_25_2018-03-09",23.475,24.17,NA,NA,"",NA,"successful",2.333333333
"2017/2018",37,"56","09-03-18","Focal_ID_234",1,"Mate_ID_224",3,3,1,1,"protected","Pair_ID_163",1,0,2,1,0,564,3,2,3,2,1,1,6,80,1452,648,2.85,"37_56_2018-03-09_X","37_56_2018-03-09",24.06666667,23.95,26.94,58.5,"barbara reguera",NA,"successful",4
"2017/2018",37,"56","09-03-18","Focal_ID_234",1,"Mate_ID_224",3,3,1,1,"protected","Pair_ID_163",1,0,2,1,0,564,3,2,3,2,1,1,6,80,1452,648,2.71,"37_56_2018-03-09_XX","37_56_2018-03-09",24.06666667,23.95,25.3,57,"barbara reguera",NA,"successful",4
"2017/2018",37,"56","09-03-18","Focal_ID_234",1,"Mate_ID_224",3,3,0,1,"protected","Pair_ID_163",1,0,2,1,0,564,3,2,3,2,NA,0,6,80,1452,648,NA,"37_56_2018-03-09_XXX","37_56_2018-03-09",24.06666667,23.95,NA,NA,"",NA,"successful",4
"2017/2018",37,"61","09-03-18","Focal_ID_235",1,"Mate_ID_225",3,3,1,1,"protected","Pair_ID_164",2,0,2,1,0,535,2,1,3,2,1,1,6,80,1206,512,2.73,"37_61_2018-03-09_X","37_61_2018-03-09",22.94,23.87,24.27,57,"barbara reguera",NA,"successful",2
"2017/2018",37,"61","09-03-18","Focal_ID_235",1,"Mate_ID_225",3,3,1,1,"protected","Pair_ID_164",2,0,2,1,0,535,2,1,3,2,1,1,6,80,1206,512,2.66,"37_61_2018-03-09_XX","37_61_2018-03-09",22.94,23.87,25.71,56,"barbara reguera",NA,"successful",2
"2017/2018",37,"61","09-03-18","Focal_ID_235",1,"Mate_ID_225",3,3,0,1,"protected","Pair_ID_164",2,0,2,1,0,535,2,1,3,2,NA,0,6,80,1206,512,2.55,"37_61_2018-03-09_XXX","37_61_2018-03-09",22.94,23.87,NA,NA,"",NA,"successful",2
"2017/2018",11,"28","10-03-18","Focal_ID_236",1,"Mate_ID_226",3,4,0,3,"natural","Pair_ID_108",2,541,2,2,541,541,1,1,3,3,0,1,NA,54,1580,1219,2.24,"11_28_2018-03-10_X","11_28_2018-03-10",24.21,23.9,NA,NA,"",NA,"failed_chicks",2
"2017/2018",11,"28","10-03-18","Focal_ID_236",1,"Mate_ID_226",3,4,0,3,"natural","Pair_ID_108",2,541,2,2,541,541,1,1,3,3,0,1,NA,54,1580,1219,2.43,"11_28_2018-03-10_XX","11_28_2018-03-10",24.21,23.9,NA,NA,"",NA,"failed_chicks",2
"2017/2018",11,"28","10-03-18","Focal_ID_236",1,"Mate_ID_226",3,4,0,3,"natural","Pair_ID_108",2,541,2,2,541,541,1,1,3,3,0,1,NA,54,1580,1219,2.33,"11_28_2018-03-10_XXX","11_28_2018-03-10",24.21,23.9,NA,NA,"",NA,"failed_chicks",2
"2017/2018",38,"63","12-03-18","Focal_ID_237",1,"Mate_ID_227",3,3,0,NA,"natural","Pair_ID_165",1,0,3,1,0,683,2,1,3,3,0,1,NA,17,1462,258,2.36,"38_63_2018-03-12_X","38_63_2018-03-12",24.315,23.24,NA,NA,"",NA,"failed_chicks",2
"2017/2018",38,"63","12-03-18","Focal_ID_237",1,"Mate_ID_227",3,3,0,NA,"natural","Pair_ID_165",1,0,3,1,0,683,2,1,3,3,0,1,NA,17,1462,258,2.58,"38_63_2018-03-12_XX","38_63_2018-03-12",24.315,23.24,NA,NA,"",NA,"failed_chicks",2
"2017/2018",38,"63","12-03-18","Focal_ID_237",1,"Mate_ID_227",3,3,0,NA,"natural","Pair_ID_165",1,0,3,1,0,683,2,1,3,3,0,1,NA,17,1462,258,2.55,"38_63_2018-03-12_XXX","38_63_2018-03-12",24.315,23.24,NA,NA,"",NA,"failed_chicks",2
"2017/2018",37,"42","21-03-18","Focal_ID_238",1,"Mate_ID_228",3,3,0,1,"protected","Pair_ID_166",1,25,2,1,25,555,3,1,3,3,0,1,6,80,1196,639,2.62,"37_42_2018-03-21_X","37_42_2018-03-21",24.075,23.43,NA,NA,"",NA,"failed_chicks",NA
"2017/2018",37,"42","21-03-18","Focal_ID_238",1,"Mate_ID_228",3,3,0,1,"protected","Pair_ID_166",1,25,2,1,25,555,3,1,3,3,0,1,6,80,1196,639,2.45,"37_42_2018-03-21_XX","37_42_2018-03-21",24.075,23.43,NA,NA,"",NA,"failed_chicks",NA
"2017/2018",37,"42","21-03-18","Focal_ID_238",1,"Mate_ID_228",3,3,0,1,"protected","Pair_ID_166",1,25,2,1,25,555,3,1,3,3,0,1,6,80,1196,639,2.58,"37_42_2018-03-21_XXX","37_42_2018-03-21",24.075,23.43,NA,NA,"",NA,"failed_chicks",NA
"2017/2018",8,"64","28-03-18","Focal_ID_239",1,"Mate_ID_229",4,4,0,1,"natural","Pair_ID_167",2,0,2,1,0,554,2,1,4,0,NA,0,NA,106,1598,469,2.09,"8_64_2018-03-28_X","8_64_2018-03-28",23.47,22.67333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",8,"64","28-03-18","Focal_ID_239",1,"Mate_ID_229",4,4,0,1,"natural","Pair_ID_167",2,0,2,1,0,554,2,1,4,0,NA,0,NA,106,1598,469,1.71,"8_64_2018-03-28_XX","8_64_2018-03-28",23.47,22.67333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",8,"64","28-03-18","Focal_ID_239",1,"Mate_ID_229",4,4,0,1,"natural","Pair_ID_167",2,0,2,1,0,554,2,1,4,0,NA,0,NA,106,1598,469,2.14,"8_64_2018-03-28_XXX","8_64_2018-03-28",23.47,22.67333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",8,"64","28-03-18","Focal_ID_239",1,"Mate_ID_229",4,4,0,1,"natural","Pair_ID_167",2,0,2,1,0,554,2,1,4,0,NA,0,NA,106,1598,469,1.96,"8_64_2018-03-28_XXXX","8_64_2018-03-28",23.47,22.67333333,NA,NA,"",NA,"failed_eggs",NA
"2017/2018",11,"26","02-04-18","Focal_ID_240",1,"Mate_ID_230",3,3,1,3,"natural","Pair_ID_111",2,535,2,2,535,535,2,1,3,2,1,1,NA,54,1398,1265,2.68,"11_26_2018-04-02_I","11_26_2018-04-02",22.96,23.03,31.08,56,"corey jeal",NA,"successful",3.666666667
"2017/2018",11,"26","02-04-18","Focal_ID_240",1,"Mate_ID_230",3,3,1,3,"natural","Pair_ID_111",2,535,2,2,535,535,2,1,3,2,1,1,NA,54,1398,1265,2.63,"11_26_2018-04-02_II","11_26_2018-04-02",22.96,23.03,31.08,56,"corey jeal",NA,"successful",3.666666667
"2017/2018",11,"26","02-04-18","Focal_ID_240",1,"Mate_ID_230",3,3,0,3,"natural","Pair_ID_111",2,535,2,2,535,535,2,1,3,2,NA,0,NA,54,1398,1265,2.7,"11_26_2018-04-02_III","11_26_2018-04-02",22.96,23.03,NA,NA,"",NA,"successful",3.666666667
"2017/2018",11,"39A","04-04-18","Focal_ID_241",1,"Mate_ID_231",NA,3,1,1,"natural","Pair_ID_168",1,0,2,1,0,537,2,1,2,2,1,1,NA,54,1260,680,NA,"11_39A_2018-04-04_X","11_39A_2018-04-04",23.59,23.1375,NA,NA,"corey jeal",NA,"successful",3.333333333
"2017/2018",11,"39A","04-04-18","Focal_ID_241",1,"Mate_ID_231",NA,3,1,1,"natural","Pair_ID_168",1,0,2,1,0,537,2,1,2,2,1,1,NA,54,1260,680,NA,"11_39A_2018-04-04_XX","11_39A_2018-04-04",23.59,23.1375,NA,NA,"corey jeal",NA,"successful",3.333333333
"2018/2019",27,"46","13-04-19","Focal_ID_242",1,"Mate_ID_232",3,2,0,NA,"protected","Pair_ID_114",2,540,2,2,540,540,1,1,3,3,0,1,5,30,1032,956,NA,"27_46_2019-04-13_X","27_46_2019-04-13",23.63,24.54666667,NA,NA,"",NA,"failed_chicks",NA
"2018/2019",27,"46","13-04-19","Focal_ID_242",1,"Mate_ID_232",3,2,0,NA,"protected","Pair_ID_114",2,540,2,2,540,540,1,1,3,3,0,1,5,30,1032,956,NA,"27_46_2019-04-13_XX","27_46_2019-04-13",23.63,24.54666667,NA,NA,"",NA,"failed_chicks",NA
"2018/2019",27,"46","13-04-19","Focal_ID_242",1,"Mate_ID_232",3,2,0,NA,"protected","Pair_ID_114",2,540,2,2,540,540,1,1,3,3,0,1,5,30,1032,956,NA,"27_46_2019-04-13_XXX","27_46_2019-04-13",23.63,24.54666667,NA,NA,"",NA,"failed_chicks",NA
"2018/2019",11,"28","17-05-19","Focal_ID_243",1,"Mate_ID_233",3,4,1,2,"protected","Pair_ID_116",2,508,2,2,508,508,1,1,3,3,1,1,7,38,1648,923,NA,"11_28_2019-05-17_X","11_28_2019-05-17",24.86666667,22.475,30.83,53,"colleen lindberg",NA,"successful",3.666666667
"2018/2019",11,"28","17-05-19","Focal_ID_243",1,"Mate_ID_233",3,4,0,2,"protected","Pair_ID_116",2,508,2,2,508,508,1,1,3,3,0,1,7,38,1648,923,NA,"11_28_2019-05-17_XX","11_28_2019-05-17",24.86666667,22.475,NA,NA,"",NA,"successful",3.666666667
"2018/2019",11,"28","17-05-19","Focal_ID_243",1,"Mate_ID_233",3,4,0,2,"protected","Pair_ID_116",2,508,2,2,508,508,1,1,3,3,0,1,7,38,1648,923,NA,"11_28_2019-05-17_XXX","11_28_2019-05-17",24.86666667,22.475,NA,NA,"",NA,"successful",3.666666667
